Category,Advertiser Currency,Impressions,Clicks,Total Conversions,Post-Click Conversions,Post-View Conversions,Revenue (Adv Currency)
/Hobbies & Leisure/Outdoors/Hunting & Shooting,GBP,368,1,0.00,0.00,0.00,2.987312
/Sports/Team Sports/Soccer,GBP,83583,65,48.00,0.00,48.00,582.572652
/World Localities/Europe/Western Europe/France/North France/Lower Normandy,GBP,4,0,0.00,0.00,0.00,0.016867
/World Localities/North America/USA/Midwest (USA)/Minnesota,GBP,4,0,0.00,0.00,0.00,0.033791
/Autos & Vehicles/Trucks & SUVs/Vans & Minivans,GBP,28,0,0.00,0.00,0.00,0.178778
/Business & Industrial/Advertising & Marketing/Marketing,GBP,4496,10,2.00,0.00,2.00,35.055422
/Computers & Electronics/Software/Internet Software/Download Managers,GBP,1,0,0.00,0.00,0.00,0.006771
/Games/Computer & Video Games/Strategy Games,GBP,45,0,0.00,0.00,0.00,0.341178
/Health/Medical Facilities & Services/Doctors' Offices,GBP,334,0,0.00,0.00,0.00,2.637393
/Jobs & Education/Jobs/Job Listings/Executive & Management Jobs,GBP,2,0,0.00,0.00,0.00,0.011384
/Sports/Sporting Goods/Tennis Equipment,GBP,26,0,0.00,0.00,0.00,0.318800
/World Localities/Asia/East Asia/China/Northwest China,GBP,6,0,0.00,0.00,0.00,0.039169
/World Localities/Asia/Russia & CIS/Russian Federation/Siberian Federal District,GBP,2,0,0.00,0.00,0.00,0.012025
/World Localities/Asia/Southeast Asia,GBP,1407,1,12.00,0.00,12.00,12.790881
/World Localities/Europe/Mediterranean Europe/Italy/Sardinia,GBP,196,0,0.00,0.00,0.00,1.686940
/Hobbies & Leisure/Clubs & Organizations/Fraternal Orders & Service Clubs,GBP,16,0,0.00,0.00,0.00,0.139060
/Law & Government/Government/Royalty,GBP,21786,24,35.00,0.00,35.00,175.223572
/World Localities/Africa/Southern Africa,GBP,672,0,0.00,0.00,0.00,5.184389
/Computers & Electronics/Electronics & Electrical/Electronic Components,GBP,29,0,0.00,0.00,0.00,0.195678
/Finance/Investing/Commodities & Futures Trading,GBP,527,1,0.00,0.00,0.00,4.528831
/People & Society/Family & Relationships/Family/Parenting/Youth Camps,GBP,63,0,0.00,0.00,0.00,0.523651
/World Localities/Asia/Southeast Asia/Indonesia/Java (Indonesia),GBP,1,0,0.00,0.00,0.00,0.011433
/Arts & Entertainment/Visual Art & Design/Art Museums & Galleries,GBP,1347,1,0.00,0.00,0.00,11.543900
/Business & Industrial/Construction & Maintenance,GBP,2954,2,1.00,0.00,1.00,23.591133
/World Localities/Asia/Russia & CIS/Caucasus/Georgia,GBP,5,0,0.00,0.00,0.00,0.049149
/Autos & Vehicles/Vehicle Brands/Saab,GBP,1,0,0.00,0.00,0.00,0.008283
/Home & Garden/Home Furnishings/Lamps & Lighting,GBP,1408,0,4.00,0.00,4.00,13.030310
/World Localities/Asia/South Asia/India/South India/Kerala,GBP,19,0,0.00,0.00,0.00,0.175919
/Sports/Individual Sports/Racquet Sports/Tennis,GBP,4852,8,2.00,0.00,2.00,31.451463
/Sports/Sporting Goods/Basketball Equipment,GBP,1,0,0.00,0.00,0.00,0.011588
/World Localities/North America/USA/Midwest (USA)/Iowa,GBP,2,0,0.00,0.00,0.00,0.018137
/Sports/Combat Sports/Wrestling,GBP,39,0,1.00,0.00,1.00,0.313733
/Sports/Water Sports/Swimming,GBP,379,1,1.00,0.00,1.00,2.733603
/People & Society/Disabled & Special Needs,GBP,414,0,0.00,0.00,0.00,3.007974
/Jobs & Education/Internships,GBP,1645,1,0.00,0.00,0.00,16.703948
/Autos & Vehicles/Vehicle Brands/Porsche,GBP,65,0,0.00,0.00,0.00,0.468881
/Food & Drink/Cooking & Recipes/Salads,GBP,698,0,0.00,0.00,0.00,6.149771
/Health/Aging & Geriatrics/Alzheimer's Disease,GBP,869,1,0.00,0.00,0.00,6.378923
/Home & Garden/Kitchen & Dining/Cookware & Diningware/Cutlery & Cutting Accessories,GBP,331,0,0.00,0.00,0.00,3.191790
/Sports/Motor Sports/Motorcycle Racing,GBP,5,0,0.00,0.00,0.00,0.046183
/World Localities/Asia/East Asia/Japan/Okinawa,GBP,1,0,0.00,0.00,0.00,0.010008
/World Localities/Asia/Southeast Asia/Singapore,GBP,81,0,0.00,0.00,0.00,0.714918
/World Localities/North America/USA/Mid-Atlantic (USA)/New York State/New York City,GBP,2048,0,2.00,0.00,2.00,19.604995
/Arts & Entertainment/TV & Video/TV Shows & Programs/TV Dramas,GBP,25951,28,11.00,0.00,11.00,174.799443
/Autos & Vehicles/Vehicle Codes & Driving Laws/Vehicle & Traffic Safety,GBP,1034,0,0.00,0.00,0.00,6.793128
/Business & Industrial/Transportation & Logistics/Urban Transport,GBP,12559,4,11.00,0.00,11.00,95.065048
/Home & Garden/Home Appliances/Water Filters & Purifiers,GBP,22,0,0.00,0.00,0.00,0.193724
/Reference/General Reference/Calculators & Reference Tools,GBP,2050,0,1.00,0.00,1.00,15.050048
/World Localities/Europe/Western Europe/Benelux/Belgium,GBP,54,0,0.00,0.00,0.00,0.556453
/Sports/Combat Sports,GBP,1800,1,5.00,0.00,5.00,12.978033
/World Localities/Europe/Nordic Countries/Norway/Oslo,GBP,8,0,0.00,0.00,0.00,0.072989
/World Localities/North America/USA/South (USA)/North Carolina/Charlotte Metro,GBP,2,0,0.00,0.00,0.00,0.008006
/Arts & Entertainment/Music & Audio/Music Reference/Song Lyrics & Tabs,GBP,933,3,1.00,0.00,1.00,8.156283
/Arts & Entertainment/TV & Video/TV Commercials,GBP,1670,4,1.00,0.00,1.00,14.321413
/Games/Puzzles & Brainteasers,GBP,4734,4,1.00,0.00,1.00,32.965585
/Shopping/Apparel/Children's Clothing,GBP,258,0,0.00,0.00,0.00,2.209636
/Autos & Vehicles/Vehicle Brands/GM-Daewoo,GBP,5,0,0.00,0.00,0.00,0.038892
/Computers & Electronics/Computer Hardware/Computer Drives & Storage/CD & DVD Storage Media,GBP,6,0,0.00,0.00,0.00,0.057017
/News/Business News/Company News,GBP,3820,4,1.00,0.00,1.00,31.761815
/Online Communities/Blogging Resources & Services/Microblogging,GBP,466,0,0.00,0.00,0.00,3.792529
/People & Society/Ethnic & Identity Groups/Indigenous Peoples,GBP,617,1,0.00,0.00,0.00,5.603193
/World Localities/Asia/Southeast Asia/Thailand/Bangkok,GBP,30,0,0.00,0.00,0.00,0.196741
/Shopping/Photo & Video Services/Stock Photography,GBP,378,0,1.00,0.00,1.00,2.946999
/World Localities/Europe/Western Europe/France/East France/Burgundy,GBP,18,0,0.00,0.00,0.00,0.134372
/Health/Health Conditions/Infectious Diseases,GBP,2214,1,0.00,0.00,0.00,17.554204
/Home & Garden/Swimming Pools & Spas,GBP,379,0,2.00,0.00,2.00,3.404884
/Autos & Vehicles/Vehicle Brands/Cadillac,GBP,208,0,0.00,0.00,0.00,1.409449
/Beauty & Fitness/Cosmetic Procedures/Cosmetic Surgery,GBP,2248,1,7.00,0.00,7.00,18.263654
/Food & Drink/Cooking & Recipes/Cuisines/Mediterranean Cuisine,GBP,4756,4,6.00,0.00,6.00,36.043253
/Health/Health Conditions/Neurological Disorders,GBP,556,0,0.00,0.00,0.00,4.233019
/People & Society/Religion & Belief/Places of Worship,GBP,363,2,0.00,0.00,0.00,3.110236
/World Localities/Africa/Eastern Africa/Mozambique,GBP,9,0,0.00,0.00,0.00,0.144431
/World Localities/Asia,GBP,5133,4,17.00,0.00,17.00,46.626616
/Business & Industrial/Retail Trade/Retail Equipment & Technology,GBP,317,0,0.00,0.00,0.00,2.762515
/Shopping/Toys/Outdoor Toys & Play Equipment,GBP,257,0,3.00,0.00,3.00,1.920477
/World Localities/Europe/Mediterranean Europe/Italy/Sicily,GBP,135,0,0.00,0.00,0.00,1.224959
/Reference/General Reference/Educational Resources,GBP,95,0,0.00,0.00,0.00,0.867312
"/Reference/General Reference/How-To, DIY & Expert Content",GBP,9434,8,1.00,0.00,1.00,92.714337
/World Localities/Asia/South Asia/India/West India/Rajasthan/Jaipur,GBP,15,0,0.00,0.00,0.00,0.154970
/World Localities/North America/USA/Pacific Northwest,GBP,109,0,0.00,0.00,0.00,0.997022
/Autos & Vehicles/Hybrid & Alternative Vehicles/Electric & Plug-In Vehicles,GBP,1002,2,1.00,0.00,1.00,8.982383
/Business & Industrial/Business Services/Outsourcing,GBP,125,0,0.00,0.00,0.00,0.971703
/World Localities/Latin America/Caribbean/Antigua & Barbuda,GBP,25,0,1.00,0.00,1.00,0.267660
/World Localities/Latin America/Central America/Mexico/Central Mexico/Mexico City,GBP,5,0,0.00,0.00,0.00,0.033961
/Finance/Credit & Lending/Loans,GBP,9758,2,0.00,0.00,0.00,64.303340
/Jobs & Education/Education/Teaching & Classroom Resources,GBP,953,3,0.00,0.00,0.00,7.872746
/Autos & Vehicles/Vehicle Brands/Dodge,GBP,10,0,0.00,0.00,0.00,0.054603
/People & Society/Family & Relationships/Troubled Relationships,GBP,4561,1,1.00,0.00,1.00,37.190332
/World Localities/Europe/Western Europe/United Kingdom/England/North West England,GBP,969,2,1.00,0.00,1.00,6.247656
/Autos & Vehicles/Vehicle Brands/Mercury,GBP,12,0,0.00,0.00,0.00,0.074959
/Business & Industrial/Construction & Maintenance/Urban & Regional Planning,GBP,561,0,0.00,0.00,0.00,4.126542
/News/Politics/Campaigns & Elections,GBP,31670,40,18.00,0.00,18.00,240.817888
/World Localities/Latin America/Caribbean/Virgin Islands,GBP,29,0,0.00,0.00,0.00,0.287880
/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Halloween & October 31st,GBP,210,2,0.00,0.00,0.00,1.942012
/Law & Government/Public Safety/Emergency Services,GBP,2213,3,1.00,0.00,1.00,21.153804
/News/Technology News,GBP,3024,6,4.00,0.00,4.00,24.300029
/World Localities/Europe/Mediterranean Europe/Italy/Umbria,GBP,9,0,0.00,0.00,0.00,0.078305
/Arts & Entertainment/Performing Arts/Acting & Theater,GBP,3089,7,2.00,0.00,2.00,24.463268
/World Localities/Asia/West Asia/Iraq,GBP,56,0,0.00,0.00,0.00,0.365756
/Computers & Electronics/Consumer Electronics/Electronic Accessories,GBP,304,0,0.00,0.00,0.00,2.782410
/Health/Reproductive Health/Erectile Dysfunction,GBP,20,0,0.00,0.00,0.00,0.109172
/Sports/Sporting Goods/Winter Sports Equipment/Snowboarding Gear,GBP,4,0,0.00,0.00,0.00,0.032429
/Beauty & Fitness/Face & Body Care/Make-Up & Cosmetics,GBP,38122,37,55.00,0.00,55.00,413.558310
/Health/Public Health/Health Policy,GBP,512,1,1.00,0.00,1.00,4.647608
/Reference/General Reference/Public Records,GBP,169,0,0.00,0.00,0.00,1.378940
/Shopping/Apparel/Clothing Accessories/Handbags & Purses,GBP,3250,5,12.00,0.00,12.00,31.713323
/News/Business News,GBP,67609,59,32.00,0.00,32.00,471.734479
/Reference/General Reference/Time & Calendars,GBP,7412,3,1.00,0.00,1.00,64.198466
/Travel/Bus & Rail,GBP,26770,17,23.00,0.00,23.00,206.412695
/World Localities/North America/USA/Pacific Northwest/Washington State,GBP,44,0,0.00,0.00,0.00,0.377649
/Online Communities/Social Networks,GBP,11471,10,9.00,0.00,9.00,96.681405
/World Localities/Europe/Mediterranean Europe/Spain/Castile and Le��n,GBP,1,0,0.00,0.00,0.00,0.005740
/World Localities/North America/USA/Midwest (USA)/Indiana,GBP,26,0,0.00,0.00,0.00,0.209203
/Beauty & Fitness/Spas & Beauty Services/Massage Therapy,GBP,225,0,1.00,0.00,1.00,1.837554
/Business & Industrial/Agriculture & Forestry/Aquaculture,GBP,100,2,0.00,0.00,0.00,0.919486
/Finance/Insurance/Vehicle Insurance,GBP,788,0,0.00,0.00,0.00,5.373348
/Shopping/Apparel/Costumes,GBP,315,0,0.00,0.00,0.00,3.029923
/Shopping/Toys/Ride-On Toys & Wagons,GBP,13,0,0.00,0.00,0.00,0.113202
/Sports/Sporting Goods/Water Sports Equipment,GBP,30,0,0.00,0.00,0.00,0.180388
/Business & Industrial/Printing & Publishing/Document & Printing Services,GBP,46,0,0.00,0.00,0.00,0.480838
/Computers & Electronics/Software/Operating Systems/Mobile OS/Apple iOS,GBP,2579,2,1.00,0.00,1.00,19.369744
/Food & Drink/Food/Herbs & Spices,GBP,1499,2,7.00,0.00,7.00,12.776834
/Home & Garden/HVAC & Climate Control,GBP,1135,1,0.00,0.00,0.00,8.582302
/Law & Government/Social Services/Counseling Services,GBP,908,1,1.00,0.00,1.00,7.606216
/People & Society/Ethnic & Identity Groups/Arabs & Middle Easterners,GBP,337,0,0.00,0.00,0.00,4.313824
/World Localities/Asia/West Asia/Lebanon,GBP,4,0,0.00,0.00,0.00,0.044907
/World Localities/Latin America/South America/Peru,GBP,92,0,0.00,0.00,0.00,0.840488
/Finance/Insurance/Health Insurance,GBP,996,1,1.00,0.00,1.00,8.004927
/Real Estate/Bank-Owned & Foreclosed Properties,GBP,78,0,0.00,0.00,0.00,0.496798
/World Localities/Asia/Russia & CIS/Caucasus/Armenia,GBP,4,0,0.00,0.00,0.00,0.031062
/Computers & Electronics/Consumer Electronics/Audio Equipment/Stereo Systems & Components,GBP,41,0,0.00,0.00,0.00,0.344072
/Finance/Banking/Money Transfer & Wire Services,GBP,280,1,0.00,0.00,0.00,2.066742
/Games/Family-Oriented Games & Activities,GBP,716,1,0.00,0.00,0.00,7.301449
/Health/Aging & Geriatrics,GBP,1523,2,1.00,0.00,1.00,12.013719
/Arts & Entertainment/Music & Audio/Religious Music/Christian & Gospel Music,GBP,52,0,0.00,0.00,0.00,0.600188
/Arts & Entertainment/Visual Art & Design,GBP,40977,44,36.00,0.00,36.00,371.935895
/Finance/Accounting & Auditing/Billing & Invoicing,GBP,28,0,0.00,0.00,0.00,0.239213
/Online Communities/Dating & Personals/Photo Rating Sites,GBP,35,0,0.00,0.00,0.00,0.255806
/World Localities/Europe/Mediterranean Europe/Italy/Marche,GBP,2,0,0.00,0.00,0.00,0.011824
/World Localities/North America/USA/Hawaii/Kauai,GBP,16,0,0.00,0.00,0.00,0.179922
/Autos & Vehicles/Vehicle Shopping/Fuel Economy & Gas Prices,GBP,150,1,0.00,0.00,0.00,1.076062
/Beauty & Fitness/Face & Body Care/Skin & Nail Care,GBP,41301,44,70.00,0.00,70.00,433.831119
/Food & Drink/Food/Dairy & Eggs,GBP,2090,0,1.00,0.00,1.00,16.486974
/Home & Garden/Yard & Patio,GBP,1127,2,1.00,0.00,1.00,10.807429
/World Localities/Europe/Central & Eastern Europe/Germany/Brandenburg,GBP,1,0,0.00,0.00,0.00,0.006807
/World Localities/Europe/Mediterranean Europe/Spain/Aragon,GBP,1,0,0.00,0.00,0.00,0.021775
/World Localities/Oceania/Pacific Islands/Melanesia,GBP,19,1,0.00,0.00,0.00,0.141656
/Arts & Entertainment/Offbeat/Edgy & Bizarre,GBP,101,0,0.00,0.00,0.00,0.815179
/Autos & Vehicles/Vehicle Brands/Rolls-Royce,GBP,175,1,0.00,0.00,0.00,1.058408
/World Localities/Asia/East Asia/South Korea/South Chungcheong/Daejeon,GBP,1,0,0.00,0.00,0.00,0.001577
/World Localities/Latin America/Central America/Honduras,GBP,1,0,0.00,0.00,0.00,0.009394
/Business & Industrial/Advertising & Marketing/Public Relations,GBP,421,1,1.00,0.00,1.00,3.254576
/Food & Drink/Beverages/Coffee & Tea,GBP,3543,4,5.00,0.00,5.00,32.043068
/Health/Medical Facilities & Services,GBP,2961,5,1.00,0.00,1.00,23.893487
/Hobbies & Leisure/Crafts/Fiber & Textile Arts,GBP,919,0,0.00,0.00,0.00,8.887043
/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Christian Holidays,GBP,2041,5,1.00,0.00,1.00,17.126372
/Shopping/Apparel/Apparel Services,GBP,231,0,1.00,0.00,1.00,1.625530
/Travel/Travel Guides & Travelogues,GBP,16919,20,43.00,1.00,42.00,162.159173
/Arts & Entertainment/Movies,GBP,39804,49,29.00,0.00,29.00,347.809465
/Books & Literature/Poetry,GBP,1158,2,1.00,0.00,1.00,10.957352
/Home & Garden/Domestic Services/Cleaning Supplies & Services,GBP,5901,8,1.00,0.00,1.00,63.962301
/Business & Industrial/Energy & Utilities/Renewable & Alternative Energy/Solar Power,GBP,180,0,0.00,0.00,0.00,1.316461
"/Finance/Grants, Scholarships & Financial Aid",GBP,206,1,0.00,0.00,0.00,1.534595
/Shopping/Apparel/Casual Apparel/T-Shirts,GBP,716,0,1.00,0.00,1.00,8.113999
/Shopping/Entertainment Media/Entertainment Media Rentals,GBP,28,0,0.00,0.00,0.00,0.212193
/World Localities/Asia/South Asia/India/East India/Orissa,GBP,1,0,0.00,0.00,0.00,0.005713
/World Localities/Europe/Western Europe/France/West France/Pays de la Loire,GBP,2,0,0.00,0.00,0.00,0.010669
/Beauty & Fitness/Cosmetic Procedures,GBP,4103,3,13.00,0.00,13.00,37.269641
/Business & Industrial/Metals & Mining,GBP,745,0,0.00,0.00,0.00,5.686844
/Sports/Individual Sports/Skate Sports,GBP,15,0,0.00,0.00,0.00,0.104615
/Law & Government/Legal/Family Law,GBP,1661,2,2.00,0.00,2.00,11.903290
/Shopping/Apparel/Outerwear,GBP,3031,8,23.00,0.00,23.00,32.870954
/Shopping/Green & Eco-Friendly Shopping,GBP,51,0,1.00,0.00,1.00,0.736109
/Arts & Entertainment/TV & Video/TV Shows & Programs/TV Comedies,GBP,10928,14,4.00,0.00,4.00,80.476696
/Computers & Electronics/Computer Hardware/Computer Components,GBP,130,1,0.00,0.00,0.00,0.857902
/Computers & Electronics/Consumer Electronics/Game Systems & Consoles/Handheld Game Consoles,GBP,38,0,0.00,0.00,0.00,0.289102
/Health/Alternative & Natural Medicine/Acupuncture & Chinese Medicine,GBP,51,0,0.00,0.00,0.00,0.420298
/Law & Government,GBP,77556,81,83.00,0.00,83.00,624.240674
/Law & Government/Legal/Intellectual Property,GBP,704,0,0.00,0.00,0.00,6.061999
/People & Society/Family & Relationships/Friendship,GBP,144,0,0.00,0.00,0.00,0.986751
/Reference/Geographic Reference/Maps/Traffic & Public Transit,GBP,1535,0,0.00,0.00,0.00,10.313876
/Sports/Team Sports/Volleyball,GBP,2,0,0.00,0.00,0.00,0.013811
/World Localities/Asia/East Asia/China/Southwest China/Tibet,GBP,3,0,0.00,0.00,0.00,0.026043
/World Localities/Asia/Southeast Asia/Philippines,GBP,94,0,0.00,0.00,0.00,0.802797
/World Localities/Europe/Western Europe/Benelux,GBP,326,0,0.00,0.00,0.00,2.921942
/Health/Health Conditions/Pain Management/Headaches & Migraines,GBP,353,0,0.00,0.00,0.00,3.616700
/Health/Mental Health/Learning & Developmental Disabilities/ADD & ADHD,GBP,275,1,0.00,0.00,0.00,2.048636
/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/New Year,GBP,1606,2,2.00,0.00,2.00,12.868541
/World Localities/North America/USA/New England/Connecticut,GBP,88,0,0.00,0.00,0.00,0.779550
/Arts & Entertainment/TV & Video/TV Shows & Programs,GBP,61707,61,25.00,0.00,25.00,413.669280
/Business & Industrial/Agriculture & Forestry/Farms & Ranches,GBP,47,0,0.00,0.00,0.00,0.422965
/News/Weather,GBP,7614,4,12.00,0.00,12.00,52.051474
/World Localities/Europe/Southeastern Europe/Bosnia and Herzegovina,GBP,2,0,0.00,0.00,0.00,0.011044
/Hobbies & Leisure/Crafts/Ceramics & Pottery,GBP,45,0,0.00,0.00,0.00,0.387267
/Pets & Animals/Animal Products & Services/Animal Welfare,GBP,1619,0,0.00,0.00,0.00,13.792253
/Science/Earth Sciences/Atmospheric Science,GBP,196,0,0.00,0.00,0.00,1.484818
/World Localities/Africa/Eastern Africa/Madagascar,GBP,11,0,0.00,0.00,0.00,0.080387
/World Localities/Asia/East Asia/Japan/Hokkaido,GBP,2,0,0.00,0.00,0.00,0.013536
/Computers & Electronics/Programming/Java (Programming Language),GBP,1,0,0.00,0.00,0.00,0.011130
/People & Society/Family & Relationships/Family/Parenting/Pregnancy & Maternity,GBP,10137,10,6.00,0.00,6.00,78.230497
/Shopping/Consumer Resources,GBP,6442,4,4.00,0.00,4.00,50.653331
/World Localities/Europe/Central & Eastern Europe/Baltics,GBP,15,0,0.00,0.00,0.00,0.181577
/World Localities/Europe/Mediterranean Europe/Spain/Valencian Community,GBP,15,0,0.00,0.00,0.00,0.178884
/World Localities/Latin America/Caribbean/Trinidad & Tobago,GBP,3,0,0.00,0.00,0.00,0.018143
/Autos & Vehicles/Bicycles & Accessories/Bike Accessories,GBP,63,0,0.00,0.00,0.00,0.405873
/Business & Industrial/Business Education,GBP,916,3,0.00,0.00,0.00,8.561403
/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Video File Formats & Codecs,GBP,1,0,0.00,0.00,0.00,0.006784
/Food & Drink/Cooking & Recipes/Cuisines/Latin American Cuisine,GBP,913,1,1.00,0.00,1.00,7.680694
/World Localities/Asia/Southeast Asia/Viet Nam/Ho Chi Minh City,GBP,6,0,0.00,0.00,0.00,0.062705
/World Localities/Europe/Central & Eastern Europe/Austria/Vienna,GBP,32,0,0.00,0.00,0.00,0.183398
/World Localities/Europe/Mediterranean Europe/Italy/Trentino-Alto Adige,GBP,18,0,1.00,0.00,1.00,0.186878
/Arts & Entertainment/Movies/Action & Adventure Films/Martial Arts Films,GBP,49,1,0.00,0.00,0.00,0.349254
/Shopping/Apparel/Footwear/Casual Shoes,GBP,452,0,2.00,0.00,2.00,5.318900
/Travel/Tourist Destinations/Regional Parks & Gardens,GBP,1608,1,1.00,0.00,1.00,12.632726
/Business & Industrial/Business Operations/Human Resources,GBP,6430,4,2.00,0.00,2.00,49.159973
/Home & Garden/Kitchen & Dining/Small Kitchen Appliances/Bread Makers,GBP,4,0,0.00,0.00,0.00,0.020746
/Reference/Geographic Reference/City & Local Guides,GBP,1703,0,0.00,0.00,0.00,14.492499
/Sports/Extreme Sports,GBP,63,0,0.00,0.00,0.00,0.483058
/Home & Garden/Bed & Bath/Bathroom,GBP,2423,2,5.00,0.00,5.00,23.233221
/People & Society/Family & Relationships/Etiquette,GBP,779,1,0.00,0.00,0.00,6.594803
/Games/Computer & Video Games/Action & Platform Games,GBP,372,0,0.00,0.00,0.00,2.346001
/Jobs & Education/Education/Teaching & Classroom Resources/School Supplies & Classroom Equipment,GBP,38,0,0.00,0.00,0.00,0.389600
/World Localities/Europe/Western Europe/France/North France/Nord-Pas-de-Calais/Lille,GBP,4,0,0.00,0.00,0.00,0.059734
/Food & Drink/Food & Grocery Retailers/Delicatessens,GBP,52,0,0.00,0.00,0.00,0.416468
/Health/Reproductive Health/Infertility,GBP,2119,3,0.00,0.00,0.00,19.671683
/Law & Government/Public Safety/Law Enforcement,GBP,1278,2,1.00,0.00,1.00,9.639316
/World Localities/Latin America/South America/Ecuador,GBP,73,0,0.00,0.00,0.00,0.480334
/Finance/Financial Planning & Management/Asset & Portfolio Management,GBP,43,0,0.00,0.00,0.00,0.358689
/Hobbies & Leisure/Radio Control & Modeling/Model Trains & Railroads,GBP,8,0,0.00,0.00,0.00,0.054052
/Jobs & Education/Education/Study Abroad,GBP,62,0,0.00,0.00,0.00,0.511588
/People & Society/Ethnic & Identity Groups/Asians & Diaspora/South Asians & Diaspora,GBP,90,0,0.00,0.00,0.00,0.881007
/World Localities/Europe/Mediterranean Europe/Portugal,GBP,403,1,0.00,0.00,0.00,4.210367
/World Localities/Europe/Mediterranean Europe/Spain/Catalonia/Barcelona,GBP,284,0,1.00,0.00,1.00,2.627515
/Arts & Entertainment/Visual Art & Design/Design/Interior Design,GBP,29083,30,23.00,0.00,23.00,267.694820
/Finance/Credit & Lending/Loans/Vehicle Financing,GBP,79,1,0.00,0.00,0.00,0.625578
/World Localities/Asia/Southeast Asia/Thailand,GBP,329,0,5.00,0.00,5.00,3.787234
/World Localities/Asia/West Asia/Saudi Arabia,GBP,110,0,0.00,0.00,0.00,0.850357
"/Computers & Electronics/Computer Hardware/Computer Peripherals/Printers, Copiers & Fax/Copiers",GBP,2,0,0.00,0.00,0.00,0.016961
/Jobs & Education/Education/Teaching & Classroom Resources/Lesson Plans,GBP,1,0,0.00,0.00,0.00,0.004628
/World Localities/North America/USA/Mid-Atlantic (USA)/Maryland/Baltimore Metro,GBP,4,0,0.00,0.00,0.00,0.032661
/Arts & Entertainment/Music & Audio/Rock Music,GBP,4372,4,14.00,0.00,14.00,34.997088
/Business & Industrial/Transportation & Logistics/Mail & Package Delivery,GBP,1708,4,3.00,0.00,3.00,11.792461
/Health/Vision Care/Laser Vision Correction,GBP,6,0,0.00,0.00,0.00,0.031452
/World Localities/Latin America/Central America/Mexico/Northern Mexico/Chihuahua,GBP,1,0,0.00,0.00,0.00,0.010000
/Arts & Entertainment/Music & Audio/Religious Music,GBP,52,0,0.00,0.00,0.00,0.600188
"/Hobbies & Leisure/Contests, Awards & Prizes",GBP,11509,3,1.00,0.00,1.00,108.311685
/Hobbies & Leisure/Radio Control & Modeling,GBP,16,0,0.00,0.00,0.00,0.164048
/Sports/Team Sports/Baseball,GBP,214,0,0.00,0.00,0.00,1.688594
/World Localities/Asia/East Asia/Japan/Chubu,GBP,4,0,0.00,0.00,0.00,0.042864
/World Localities/Europe/Mediterranean Europe/Spain/Catalonia,GBP,342,1,1.00,0.00,1.00,3.076069
/World Localities/Latin America/Caribbean/Barbados,GBP,30,0,0.00,0.00,0.00,0.304205
/Arts & Entertainment/Music & Audio/Rock Music/Hard Rock & Progressive,GBP,60,0,0.00,0.00,0.00,0.518125
/Business & Industrial/Transportation & Logistics/Maritime Transport,GBP,127,0,0.00,0.00,0.00,1.040782
/Computers & Electronics/Software/Multimedia Software/Graphics & Animation Software,GBP,56,0,0.00,0.00,0.00,0.488722
/Finance/Investing/Real Estate Investment Trusts,GBP,24,0,0.00,0.00,0.00,0.161251
/Home & Garden/Bed & Bath,GBP,5294,4,5.00,0.00,5.00,49.765925
/World Localities/North America/USA/Rocky Mountains/Colorado/Denver,GBP,1,0,0.00,0.00,0.00,0.009276
/Food & Drink/Cooking & Recipes/Cuisines/Mediterranean Cuisine/Spanish Cuisine,GBP,408,0,0.00,0.00,0.00,3.122972
/Health/Medical Facilities & Services/Physical Therapy,GBP,187,0,0.00,0.00,0.00,1.400284
/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Carnival & Mardi Gras,GBP,95,0,0.00,0.00,0.00,0.681719
/Business & Industrial/Construction & Maintenance/Civil Engineering,GBP,194,1,0.00,0.00,0.00,1.817789
/Health/Health Conditions/Injury,GBP,564,2,1.00,0.00,1.00,4.123875
/Health/Nursing/Assisted Living & Long Term Care,GBP,623,0,0.00,0.00,0.00,4.434252
/World Localities/Asia/East Asia/China,GBP,391,0,0.00,0.00,0.00,3.451032
/World Localities/Europe/Central & Eastern Europe/Hungary/Budapest,GBP,46,0,0.00,0.00,0.00,0.258506
/World Localities/Europe/Central & Eastern Europe/Poland/Wroclaw,GBP,1,0,0.00,0.00,0.00,0.005167
/Arts & Entertainment/Events & Listings/Live Sporting Events,GBP,693,0,1.00,0.00,1.00,5.615584
/Finance/Credit & Lending/Loans/Personal Loans,GBP,226,0,0.00,0.00,0.00,1.746788
/Internet & Telecom/Web Services/Hosted Data Storage,GBP,415,1,0.00,0.00,0.00,3.330374
/Computers & Electronics/Computer Hardware/Computer Drives & Storage,GBP,215,0,1.00,0.00,1.00,1.670198
/People & Society/Ethnic & Identity Groups/Asians & Diaspora,GBP,1533,2,1.00,0.00,1.00,12.436483
/World Localities/Africa/Northern Africa/Libya,GBP,9,0,0.00,0.00,0.00,0.080814
/World Localities/North America/USA/New England,GBP,317,0,2.00,0.00,2.00,2.781441
/Arts & Entertainment/Movies/Movie Reference/Movie Reviews & Previews,GBP,2276,3,1.00,0.00,1.00,19.648309
