Row Labels,Targeting,Recency,Sum of Viewability,Sum of Active View: Measurable Impressions,Sum of Active View: Viewable Impressions,Sum of Impressions,Sum of Quotes,Sum of Spend,Viewgroup
Homepage__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Aviva Homepage_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,Homepage,,0.807761359,7241,5849,7432,3,20.696795,70%+
Homepage__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,Homepage,,0.807355452,26946,21755,27337,8,121.833695,70%+
Homepage__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Aviva Homepage_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,Homepage,,0.795682194,10283,8182,10505,5,50.695446,70%+
Homepage__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,Homepage,,0.793966296,25457,20212,25847,18,109.386047,70%+
Homepage__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Aviva Homepage_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,Homepage,,0.79380161,28943,22975,29482,14,151.271702,70%+
Homepage__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%_P87QGW_VIVAKI AOD_Retargeting_160 x 600,Homepage,,0.792495773,30756,24374,31272,27,138.854558,70%+
Homepage__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Aviva Homepage_P87QGW_VIVAKI AOD_Retargeting_160 x 600,Homepage,,0.790891597,9354,7398,9526,,46.238155,70%+
Homepage__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Aviva Homepage_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,Homepage,,0.784175018,15267,11972,15927,8,70.189691,70%+
Homepage__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,Homepage,,0.78351359,28108,22023,28607,38,127.347216,70%+
Homepage__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,Homepage,,0.782813891,44920,35164,45498,31,208.446413,70%+
Homepage__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Aviva Homepage_excl 728x90_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,Homepage,,0.780672269,2380,1858,2528,1,6.100344,70%+
Homepage__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Aviva Homepage_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,Homepage,,0.7796038,38213,29791,39488,30,114.583923,70%+
Homepage__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,Homepage,,0.77696921,39851,30963,40286,42,176.641984,70%+
Homepage__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,Homepage,,0.774794207,22717,17601,23078,20,100.632699,70%+
Homepage__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,Homepage,,0.774286841,45642,35340,46357,33,213.802555,70%+
Homepage__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%_P87QGT_VIVAKI AOD_Retargeting_300 x 250,Homepage,,0.773308536,65062,50313,65924,52,300.541361,70%+
Homepage__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,Homepage,,0.772708901,56905,43971,57681,32,262.699925,70%+
Homepage__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Aviva Homepage_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,Homepage,,0.766544056,29633,22715,30421,27,89.90173,70%+
Homepage__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Aviva Homepage_P87QGW_VIVAKI AOD_Retargeting_160 x 600,Homepage,,0.729011003,46441,33856,47680,32,136.862673,70%+
Homepage__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Aviva Homepage_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,Homepage,,0.728716409,40301,29368,41965,11,200.138659,70%+
Homepage__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,Homepage,,0.727844726,28131,20475,28340,13,130.9547,70%+
Homepage__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,Homepage,,0.727149475,26553,19308,26681,22,126.655282,70%+
Homepage__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Aviva Homepage_excl 728x90_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,Homepage,,0.719554946,6561,4721,6990,13,16.473948,70%+
Homepage__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,Homepage,,0.719169144,27586,19839,27753,11,131.76447,70%+
Homepage__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Aviva Homepage_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,Homepage,,0.714092446,53220,38004,54952,36,155.591255,70%+
Homepage__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%_P87QGV_VIVAKI AOD_Retargeting_728 x 90,Homepage,,0.712115912,34302,24427,34546,16,157.267332,70%+
Homepage__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Aviva Homepage_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,Homepage,,0.711760409,41070,29232,42602,9,125.113046,70%+
Homepage__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,Homepage,,0.710275746,26256,18649,26437,18,122.89384,70%+
Homepage__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_P87QGW_VIVAKI AOD_Retargeting_160 x 600,Homepage,,0.690901243,64866,44816,66489,32,185.60144,60%+
Homepage__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,Homepage,,0.686572737,40172,27581,41391,14,116.481576,60%+
Homepage__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Aviva Homepage_P87QGT_VIVAKI AOD_Retargeting_300 x 250,Homepage,,0.685265135,30343,20793,31034,9,153.917612,60%+
Homepage__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Aviva Homepage_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,Homepage,,0.683878696,15861,10847,17717,4,47.737616,60%+
Homepage__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,Homepage,,0.683575742,55966,38257,57376,43,142.670955,60%+
Homepage__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,Homepage,,0.677863075,35041,23753,36528,19,103.559713,60%+
Homepage__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Aviva Homepage_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,Homepage,,0.677149064,9667,6546,11310,1,30.725725,60%+
Homepage__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,Homepage,,0.668545319,56246,37603,58263,35,148.000344,60%+
Homepage__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Aviva Homepage_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,Homepage,,0.623393613,12995,8101,14260,6,39.709744,60%+
Homepage__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_IAS Top 35%_P87QGW_VIVAKI AOD_Retargeting_160 x 600,Homepage,,0.623259398,36338,22648,37014,31,163.98393,60%+
Homepage__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_IAS Top 35%_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,Homepage,,0.622612636,33981,21157,34663,16,156.049436,60%+
Homepage__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Aviva Homepage_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,Homepage,,0.618940505,30675,18986,31424,25,159.383845,60%+
Homepage__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_IAS Top 35%_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,Homepage,,0.610540041,32979,20135,33679,43,146.312447,60%+
Homepage__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_IAS Top 35%_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,Homepage,,0.609867573,25599,15612,26068,14,107.131337,60%+
Homepage__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Aviva Homepage_P87QGT_VIVAKI AOD_Retargeting_300 x 250,Homepage,,0.609027987,16615,10119,18060,4,46.31036,60%+
Homepage__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_IAS Top 35%_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,Homepage,,0.604240041,29245,17671,30091,19,129.589693,60%+
Homepage__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Aviva Homepage_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,Homepage,,0.594417077,12180,7240,14069,3,36.198612,50%+
Homepage__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Aviva Homepage_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,Homepage,,0.591563313,26124,15454,27739,3,64.5379,50%+
Homepage__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Aviva Homepage_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,Homepage,,0.56384743,18693,10540,20254,4,54.495923,50%+
Homepage__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Aviva Homepage_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,Homepage,,0.557201108,25996,14485,27574,6,84.830273,50%+
Homepage__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,Homepage,,0.55339839,87718,48543,92292,39,263.917937,50%+
Homepage__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Aviva Homepage_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,Homepage,,0.541787131,29746,16116,31750,5,71.557167,50%+
Homepage__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Aviva Homepage_P87QGV_VIVAKI AOD_Retargeting_728 x 90,Homepage,,0.53620066,37596,20159,39958,9,87.621559,50%+
Homepage__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,Homepage,,0.513560112,107300,55105,111702,41,316.350469,50%+
Homepage__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,Homepage,,0.510346939,117571,60002,123770,48,313.010749,50%+
Homepage__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_IAS Top 35%_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,Homepage,,0.506287014,93208,47190,97849,65,448.762104,50%+
Homepage__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_P87QGT_VIVAKI AOD_Retargeting_300 x 250,Homepage,,0.505048214,180757,91291,187417,80,528.989634,50%+
Homepage__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_IAS Top 35%_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,Homepage,,0.502195082,110702,55594,114817,45,524.03111,50%+
Homepage__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Aviva Homepage_excl 728x90_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,Homepage,,0.501541691,15243,7645,16055,13,37.536524,50%+
Homepage__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,Homepage,,0.491313929,112997,55517,117667,52,313.998722,40%+
Homepage__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_IAS Top 35%_P87QGT_VIVAKI AOD_Retargeting_300 x 250,Homepage,,0.484566879,126870,61477,131026,74,587.974508,40%+
Homepage__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Aviva Homepage_excl 728x90_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,Homepage,,0.482184655,7690,3708,8045,,19.13808,40%+
Homepage__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Aviva Homepage_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,Homepage,,0.480519481,77,37,78,,0.20502,40%+
Homepage__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_IAS Top 35%_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,Homepage,,0.476224346,77327,36825,80133,64,350.311083,40%+
Homepage__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_IAS Top 35%_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,Homepage,,0.46393267,98025,45477,101783,83,452.452339,40%+
Homepage__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Aviva Homepage_excl 728x90_P87QGT_VIVAKI AOD_Retargeting_300 x 250,Homepage,,0.450666009,4054,1827,4271,4,10.275376,40%+
Homepage__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Aviva Homepage_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,Homepage,,0.431472081,788,340,827,,3.820833,40%+
Homepage__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Aviva Homepage_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,Homepage,,0.424444444,450,191,454,1,2.266924,40%+
Homepage__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Aviva Homepage_P87QGV_VIVAKI AOD_Retargeting_728 x 90,Homepage,,0.415611814,474,197,484,,2.441487,40%+
Homepage__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_IAS Top 35%_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,Homepage,,0.415541378,76647,31850,78093,72,341.79526,40%+
Homepage__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_IAS Top 35%_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,Homepage,,0.40425998,95869,38756,97714,60,427.161152,40%+
Homepage__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Aviva Homepage_excl 728x90_P87QGW_VIVAKI AOD_Retargeting_160 x 600,Homepage,,0.398671096,14749,5880,15523,8,37.096276,30%+
Homepage__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_IAS Top 35%_P87QGV_VIVAKI AOD_Retargeting_728 x 90,Homepage,,0.393452209,121415,47771,123690,50,531.348611,30%+
Homepage__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_IAS Top 35%_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,Homepage,,0.391539997,81182,31786,83078,74,377.204827,30%+
Homepage__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_IAS Top 35%_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,Homepage,,0.391328572,98715,38630,100767,107,449.588575,30%+
Homepage__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,Homepage,,0.355752485,110248,39221,114070,58,301.545456,30%+
Homepage__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_P87QGV_VIVAKI AOD_Retargeting_728 x 90,Homepage,,0.354319727,171365,60718,178155,82,452.948667,30%+
Homepage__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,Homepage,,0.351997137,108981,38361,113098,98,289.579788,30%+
Homepage__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,Homepage,,0.347354162,58318,20257,60321,33,158.831626,30%+
Homepage__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,Homepage,,0.342406003,75428,25827,78275,47,199.681425,30%+
Homepage__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Aviva Homepage_excl 728x90_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,Homepage,,0.295625276,4526,1338,4688,6,11.500274,-30%
Homepage__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Aviva Homepage_excl 728x90_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,Homepage,,0.289261084,15225,4404,15976,13,37.990132,-30%
Homepage__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Aviva Homepage_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,Homepage,,0.268179174,1719,461,1752,2,8.177489,-30%
Homepage__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Aviva Homepage_excl 728x90_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,Homepage,,0.242663163,4566,1108,4735,5,11.508998,-30%
Homepage__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Aviva Homepage_excl 728x90_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,Homepage,,0.200116516,3433,687,3488,1,8.527066,-30%
Homepage__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Aviva Homepage_excl 728x90_P87QGV_VIVAKI AOD_Retargeting_728 x 90,Homepage,,0.182426036,16900,3083,17751,5,42.408552,-30%
Homepage__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Aviva Homepage_excl 728x90_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,Homepage,,0.14341741,13004,1865,13537,1,32.874566,-30%
Homepage__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Aviva Homepage_excl 728x90_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,Homepage,,0.13995994,7988,1118,8375,5,20.565166,-30%
Homepage__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Aviva Homepage_excl 728x90_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,Homepage,,0.088365897,2252,199,2266,3,5.707744,-30%
Homepage__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%_P6H338_VIVAKI AOD_Desktop_728 x 90,Homepage,,#DIV/0!,0,0,0,1,0,#DIV/0!
Homepage__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_P6H338_VIVAKI AOD_Desktop_728 x 90,Homepage,,#DIV/0!,0,0,0,7,0,#DIV/0!
Homepage__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Aviva Homepage_P6H335_VIVAKI AOD_Desktop_300 x 250,Homepage,,#DIV/0!,0,0,0,1,0,#DIV/0!
Homepage__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_IAS Top 35%_P6H338_VIVAKI AOD_Desktop_728 x 90,Homepage,,#DIV/0!,0,0,0,2,0,#DIV/0!
Homepage__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%_P6H335_VIVAKI AOD_Desktop_300 x 250,Homepage,,#DIV/0!,0,0,0,,0,#DIV/0!
Homepage__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Aviva Homepage_P6H33B_VIVAKI AOD_Desktop_160 x 600,Homepage,,#DIV/0!,0,0,0,1,0,#DIV/0!
Homepage__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Aviva Homepage_excl 728x90_P6H335_VIVAKI AOD_Desktop_300 x 250,Homepage,,#DIV/0!,0,0,0,2,0,#DIV/0!
Homepage__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Aviva Homepage_P6H335_VIVAKI AOD_Desktop_300 x 250,Homepage,,#DIV/0!,0,0,0,1,0,#DIV/0!
Homepage__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Aviva Homepage_excl 728x90_P6H33B_VIVAKI AOD_Desktop_160 x 600,Homepage,,#DIV/0!,0,0,0,3,0,#DIV/0!
Homepage__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Aviva Homepage_P6H338_VIVAKI AOD_Desktop_728 x 90,Homepage,,#DIV/0!,0,0,0,4,0,#DIV/0!
Homepage__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Aviva Homepage_P6H33B_VIVAKI AOD_Desktop_160 x 600,Homepage,,#DIV/0!,0,0,0,1,0,#DIV/0!
Start quote_24 hours_O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_24 Hours_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,Start quote,24 hours,0.837370242,1156,968,1172,11,5.394011,70%+
