Insertion Order,Insertion Order ID,Insertion Order Status,Insertion Order Integration Code,Line Item,Line Item ID,Line Item Status,Line Item Integration Code,Targeted Data Providers,Advertiser Currency,Impressions,Clicks,Revenue (Adv Currency),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-NR27_2017_Aviva_Car Insurance_Non-Customers_Retargeting_January,2886946,Paused,O-NR27,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote 24-48 Hours_AV>50%,9762200,Active,PCVX37,,GBP,20369,12,66.625325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote,6810902,Paused,VIVAKIAOD_Retargeting,,GBP,63848,7,315.664228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_Other_Car Homepage_AV >60%,7250156,Paused,VIVAKI AOD_RON_Retargeting,,GBP,108455,134,445.490828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Yahoo_Aviva Homepage,8399694,Paused,PBJWFM,,GBP,65976,33,318.796418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December_5th_AI,2814422,Paused,O-N4YG,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Tablet_Peak_AV>50%,9490359,Active,PCVX3Q,VisualDNA,GBP,5883,9,7.412219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_MSFT_Aviva Homepage,7648713,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,128169,89,366.603317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Yahoo_Car Homepage,8399697,Paused,PBJWFM,,GBP,21580,30,72.053755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Prospecting_October,2637374,Paused,O-LVP9,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Tablet_AV>50%,8734035,Paused,PC23K9,VisualDNA,GBP,163213,189,497.210138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_Yahoo Homepage_End Quote_48 Hours,8737536,Paused,PC20LH,,GBP,26904,21,219.092038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-QR5R_2017_Aviva_Car Insurance_Non-Customers_Retargeting_March,3054348,Paused,O-QR5R,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote 24-48 Hours_AV>50%,10466929,Active,PFHN6T,,GBP,38931,30,130.453607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Prospecting,2293077,Paused,O-HFG9,Aviva_Car_REM_RTB_ABC1_Tablet,6810119,Paused,VIVAKI AOD_Prospecting,VisualDNA,GBP,14015,8,53.108817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Yahoo_End Quote_48 Hours,7648778,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,20545,12,115.69499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KPDH_2016_Aviva_Car_Aug-Sep_TrueView,2510435,Paused,O-KPDH,Aviva_PRO_DEMO & Topic_AV_VR_DBM_DBM_CPCV_22nd Aug-4th Sep_Weekdays 10AM-5PM,642195500,Active,PB73T4,,GBP,565020,511,5321.298089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_Other_Car Homepage,8737511,Paused,PC20LH,,GBP,50463,28,103.429483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-ML40_2016_Aviva_Car Insurance_Non-Customers_Prospecting_November,2709277,Paused,O-ML40,Aviva_PRO_3rd Party_AM_CPA_DBM_CPM_In-Market Google_Mobile_AV>50%,9092347,Active,PCHCCB,Bid Manager Audiences,GBP,66005,104,149.104246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December_5th_AI,2814422,Paused,O-N4YG,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Google_Desktop_AV>50%,9490347,Active,PCVX3Q,Bid Manager Audiences,GBP,11658,2,23.319266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-QR5R_2017_Aviva_Car Insurance_Existing Customers_Retargeting_March,3054349,Paused,O-QR5R,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_End Quote 24 Hours,10466938,Active,PFHN25,,GBP,48846,15,137.273872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Prospecting,2293077,Paused,O-HFG9,Aviva_Car_REM_RTB_ABC1_Mobile_Monday,6810118,Paused,VIVAKI AOD_Prospecting,VisualDNA,GBP,40775,84,124.287964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Retargeting,2488686,Paused,O-KF4B,AvivaUK_Car_REM_RTB_Other_End Quote_160x600_excl sites,7971970,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,106777,71,364.068743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%,8399525,Paused,PBJWFM,,GBP,34415,13,145.196531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Retargeting_December_5th,2814419,Paused,O-N4YG,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote 24 Hours,9490322,Active,PCVX37,,GBP,177004,29,577.576461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Prospecting,2227377,Paused,O-GGF8,Aviva_Car_REM_RTB_ABC1_Mobile,6399304,Paused,VIVAKI AOD_Prospecting,VisualDNA,GBP,188354,231,577.426637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_MSFT_Start Quote,7250150,Paused,VIVAKI AOD_RON_Retargeting,,GBP,117566,113,690.461625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Other_Start Quote,7648752,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,521597,185,1950.774912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Retargeting,2488686,Paused,O-KF4B,AvivaUK_Car_REM_RTB_Yahoo_Start Quote_24 Hours,7972006,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,8280,15,33.913885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Other_Car Homepage_AV >60%,8399529,Paused,PBJWFM,,GBP,45063,53,152.434353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_Yahoo_End Quote_10 minutes,8737540,Paused,PC20LH,,GBP,3818,3,37.966188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December_5th_AI,2814422,Paused,O-N4YG,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Google_Tablet_AV>50%,9490348,Active,PCVX3Q,Bid Manager Audiences,GBP,411,1,0.636062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Ebay_Aviva Homepage_excl 728x90,7648701,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,39098,3,100.735199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Other_End Quote,8399535,Paused,PBJWFM,,GBP,165417,34,572.725654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Non-Customers_Prospecting_April,3191758,Paused,O-RK1W,Aviva_FIL_KEY CON TAR_AD_CPA_RTB_Desktop_AV>50%,11227520,Active,PG0JHY,,GBP,1339686,246,3131.841444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-SC7K_2017_Aviva_Car Insurance_Non-Customers_Retargeting_May,3323741,Active,O-SC7K,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Start Quote >24 Hours_AV>50%,11647007,Active,PGNK02,,GBP,98875,38,199.86864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Other_End Quote 10 minutes,6399949,Paused,VIVAKIAOD_Retargeting,,GBP,5959,1,29.211404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_Other_End Quote,6810885,Paused,VIVAKIAOD_Retargeting,,GBP,1045845,334,4307.711834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_Other_End Quote 48 Hours,6810888,Paused,VIVAKIAOD_Retargeting,,GBP,45236,11,250.333486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Retargeting,2488686,Paused,O-KF4B,AvivaUK_Car_REM_RTB_Other_Start Quote,7971978,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,142447,65,535.400868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Retargeting,2488686,Paused,O-KF4B,AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote,7971990,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,32036,13,159.345382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_Ebay_Aviva Homepage_excl 728x90,8737489,Paused,PC20LH,,GBP,19792,4,53.438031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-NR27_2017_Aviva_Car Insurance_Non-Customers_Retargeting_January,2886946,Paused,O-NR27,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Start Quote >24 Hours_AV>50%,9762208,Active,PCVX37,,GBP,585488,202,1190.642872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Retargeting,2488686,Paused,O-KF4B,AvivaUK_Car_REM_RTB_Other_Car Homepage_AV >60%,7971963,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,67987,60,231.229047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_Yahoo_Aviva Homepage,7250288,Paused,VIVAKI AOD_RON_Retargeting,,GBP,58719,12,274.149183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%,7648726,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,141655,75,649.899912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Other_Aviva Homepage_IAS Top 35%,7648730,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,279234,80,1274.794206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Retargeting,2488686,Paused,O-KF4B,AvivaUK_Car_REM_RTB_Ebay_Aviva Homepage_excl 728x90,7971920,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,18258,5,47.245043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Existing Customers_Retargeting_October,2646290,Paused,O-LVP9,Aviva_REM_Site REM_AD_CPA_Multi_Multi_RTB_Existing Customers (non UKDI)_In-Market,8778293,Paused,PC1ZZC,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,99651,15,459.306454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-NR27_2017_Aviva_Car Insurance_Existing Customers_Retargeting_January,2886944,Paused,O-NR27,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_Viewed Car pages,9761265,Active,PCVX2H,,GBP,12911,7,34.1448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-SC7K_2017_Aviva_Car Insurance_Non-Customers_Prospecting_May,3323742,Active,O-SC7K,Aviva_PRO_3rd Party_AD_CPA_Multi_RTB_Audience Composition_Sales_Desktop_AV>50%,11647024,Active,PGNK08,BlueKai eXelate AddThis Lotame VisualDNA,GBP,60339,8,159.475683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-SC7K_2017_Aviva_Car Insurance_Non-Customers_Retargeting_May,3323741,Active,O-SC7K,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote >48 Hours,11647000,Active,PGNK02,,GBP,693113,95,1300.141369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_MSFT_MSN_End Quote,7250147,Paused,VIVAKI AOD_RON_Retargeting,,GBP,109851,50,369.682558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 10 minutes,7250179,Paused,VIVAKI AOD_RON_Retargeting,,GBP,3575,2,21.993127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-SC7K_2017_Aviva_Car Insurance_Non-Customers_Prospecting_May,3323742,Active,O-SC7K,Aviva_PRO_3rd Party_AD_CPA_Multi_RTB_Audience Composition_Sales_Tablet_AV>50%,11647025,Active,PGNK08,BlueKai eXelate AddThis Lotame VisualDNA,GBP,66197,112,176.427519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_MSFT_End Quote 24 Hours,7250146,Paused,VIVAKI AOD_RON_Retargeting,,GBP,44826,49,269.607298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Prospecting,2559539,Paused,O-L2PP,Aviva_PRO_3rd Party_AM_CPA_Multi_CPM_Audience Composition_Quotes_Mobile_AV>50%,8394622,Paused,PBJWFF,BlueKai eXelate AddThis VisualDNA SkimLinks,GBP,99832,130,239.620241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December_5th,2814418,Paused,O-N4YG,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Tablet_Peak_AV>50%,9490310,Active,PCVX3Q,VisualDNA,GBP,36365,71,109.005775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Retargeting_February,2959864,Paused,O-PLTW,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Start Quote >24 Hours_AV>50%,10079774,Active,PDVN1Y,,GBP,614741,242,1241.794571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-SC7K_2017_Aviva_Car Insurance_Non-Customers_Prospecting_May,3323742,Active,O-SC7K,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Data_Desktop_AV>50%,11647018,Active,PGNK08,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,2871,1,10.645822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-SC7K_2017_Aviva_Car Insurance_Non-Customers_Prospecting_May,3323742,Active,O-SC7K,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Data_Tablet_AV>50%,11647019,Active,PGNK08,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,97779,338,354.610427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Non-Customers_Retargeting_April 2,3227263,Paused,O-RK1W,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote >48 Hours_AV>50%,11314640,Active,PG0JFS,,GBP,599531,286,1460.406835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Retargeting,2488686,Paused,O-KF4B,AvivaUK_Car_REM_RTB_Yahoo_End Quote,7972000,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,131293,63,395.817705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Ebay_End Quote 48 Hours,8399493,Paused,PBJWFM,,GBP,15253,2,64.72882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_MSFT_MSN_End Quote,8399513,Paused,PBJWFM,,GBP,104377,65,361.719575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Yahoo_Start Quote_24 Hours,8399711,Paused,PBJWFM,,GBP,8037,7,37.196432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Yahoo_Start Quote,7648779,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,92280,58,395.7095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Prospecting_February,2959863,Paused,O-PLTW,Aviva_PRO_3rd Party_AD_CPA_Multi_RTB_Audience Composition_Quotes_Desktop_AV>50%,10079735,Active,PDVN27,BlueKai eXelate AddThis VisualDNA SkimLinks,GBP,477119,101,1266.108656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Prospecting,2293077,Paused,O-HFG9,Aviva_Car_REM_RTB_ABC1_Tablet_Monday,6810120,Paused,VIVAKI AOD_Prospecting,VisualDNA,GBP,16425,21,45.78215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_MSFT_Start Quote,6810576,Paused,VIVAKIAOD_Retargeting,,GBP,114758,126,646.962785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%,8737509,Paused,PC20LH,,GBP,23193,15,95.933048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December,2806249,Paused,O-N4YG,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Google_Desktop_AV>50%,9444718,Active,PCVX3Q,Bid Manager Audiences,GBP,11487,6,27.529703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-SC7K_2017_Aviva_Car Insurance_Non-Customers_Prospecting_May,3323742,Active,O-SC7K,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Google_Tablet_AV>50%,11647021,Active,PGNK08,Bid Manager Audiences,GBP,46587,51,116.004121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_Other_Car Homepage_IAS Top 35%,6810884,Paused,VIVAKIAOD_Retargeting,,GBP,139298,86,602.974225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_Other_End Quote_160x600_excl sites,7250167,Paused,VIVAKI AOD_RON_Retargeting,,GBP,84507,38,287.83104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KPDH_2016_Aviva_Car_Aug-Sep_TrueView,2510435,Paused,O-KPDH,Aviva_PRO_DEMO & Topic_AV_VR_DBM_DBM_CPCV_22nd Aug-4th Sep,640094309,Active,PB73T4,,GBP,827455,689,7748.19022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December,2806249,Paused,O-N4YG,Aviva_PRO_3rd Party_AM_CPA_Visual DNA_CPM_ABC1_Mobile_AV>50%,9444733,Active,PCVX3Q,VisualDNA,GBP,26230,30,84.983537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-NR27_2017_Aviva_Car Insurance_Non-Customers_Prospecting_January,2886945,Paused,O-NR27,Aviva_PRO_3rd Party_AD_CPA_Multi_RTB_Audience Composition_Sales_Desktop_AV>50%,9761278,Active,PCVX3Q,BlueKai eXelate AddThis Lotame VisualDNA,GBP,200268,54,555.80868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Retargeting_December_5th,2814419,Paused,O-N4YG,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote 24-48 Hours,9490324,Active,PCVX37,,GBP,10171,6,30.821713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Prospecting_February,2959863,Paused,O-PLTW,Aviva_FIL_KEY CON TAR_AM_CPA_CPM_Mobile_AV>50%,10079730,Active,PDVN27,,GBP,59573,57,139.444576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-QR5R_2017_Aviva_Car Insurance_Non-Customers_Prospecting_March,3054350,Paused,O-QR5R,Aviva_PRO_3rd Party_AM_CPA_DBM_CPM_In-Market Data_Mobile_AV>50%,10466964,Active,PFHN44,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,190783,272,718.047844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Retargeting,2488686,Paused,O-KF4B,AvivaUK_Car_REM_RTB_Other_Aviva Homepage_IAS Top 35%,7971961,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,113464,43,361.818849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_Other_Start Quote,8737523,Paused,PC20LH,,GBP,98516,44,350.258042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December_5th_AI,2814422,Paused,O-N4YG,Aviva_PRO_3rd Party_AD_CPA_Multi_RTB_Audience Composition_Quotes_Tablet_AV>50%,9490351,Active,PCVX3Q,BlueKai eXelate AddThis VisualDNA SkimLinks,GBP,2494,7,2.710261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Non-Customers_Prospecting_April,3191758,Paused,O-RK1W,Aviva_PRO_3rd Party_AM_CPA_DBM_CPM_In-Market Data_Mobile_AV>50%,11227537,Active,PG0JHY,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,94973,138,389.580672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-SC7K_2017_Aviva_Car Insurance_Non-Customers_Retargeting_May,3323741,Active,O-SC7K,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote >48 Hours_AV>50%,11647001,Active,PGNK02,,GBP,365065,174,851.183871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Prospecting_October,2637374,Paused,O-LVP9,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Desktop_Peak_AV>50%,8734034,Paused,PC23K9,VisualDNA,GBP,416651,79,1281.862448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Retargeting_December,2806250,Paused,O-N4YG,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_In Market_AV>50%,9444750,Active,PCVX37,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,63,0,0.226606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Other_Start Quote 24 Hours,6399957,Paused,VIVAKIAOD_Retargeting,,GBP,32548,18,147.771662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
